,Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
83,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-06,D.C. United,3,2,Tampa Bay,D.C. United
84,1997,Regular Season,Arrowhead Stadium,1997-07-06,KC Wizards,1,3,Dallas Burn,Dallas Burn
85,1997,Regular Season,CEFCU Stadium,1997-07-06,San Jose,3,2,New England,San Jose
86,1997,Regular Season,Rose Bowl,1997-07-12,LA Galaxy,3,1,D.C. United,LA Galaxy
87,1997,Regular Season,Foxboro Stadium,1997-07-12,New England,2,0,KC Wizards,New England
88,1997,Regular Season,CEFCU Stadium,1997-07-13,San Jose,2,2,Tampa Bay,Tampa Bay
89,1997,Regular Season,Ohio Stadium,1997-07-13,Columbus Crew,1,2,Dallas Burn,Dallas Burn
90,1997,Regular Season,Giants Stadium,1997-07-13,MetroStars,4,1,Colorado Rapids,MetroStars
91,1997,Regular Season,Foxboro Stadium,1997-07-18,New England,4,2,Tampa Bay,New England
92,1997,Regular Season,Cotton Bowl,1997-07-18,Dallas Burn,3,1,San Jose,Dallas Burn
93,1997,Regular Season,Arrowhead Stadium,1997-07-19,KC Wizards,3,2,D.C. United,KC Wizards
95,1997,Regular Season,Giants Stadium,1997-07-20,MetroStars,0,4,LA Galaxy,LA Galaxy
96,1997,Regular Season,Mile High Stadium,1997-07-20,Colorado Rapids,2,4,Dallas Burn,Dallas Burn
97,1997,Regular Season,Ohio Stadium,1997-07-20,Columbus Crew,1,0,New England,Columbus Crew
94,1997,Regular Season,Houlihan's Stadium,1997-07-20,Tampa Bay,3,1,San Jose,Tampa Bay
98,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-25,D.C. United,1,1,Columbus Crew,D.C. United
99,1997,Regular Season,Cotton Bowl,1997-07-25,Dallas Burn,0,3,LA Galaxy,LA Galaxy
100,1997,Regular Season,CEFCU Stadium,1997-07-25,San Jose,1,2,Colorado Rapids,Colorado Rapids
101,1997,Regular Season,Arrowhead Stadium,1997-07-26,KC Wizards,0,0,New England,KC Wizards
104,1997,Regular Season,Mile High Stadium,1997-07-27,Colorado Rapids,1,2,LA Galaxy,LA Galaxy
103,1997,Regular Season,Ohio Stadium,1997-07-27,Columbus Crew,0,0,Tampa Bay,Tampa Bay
102,1997,Regular Season,Giants Stadium,1997-07-27,MetroStars,2,1,D.C. United,MetroStars
105,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-30,D.C. United,4,2,Columbus Crew,D.C. United
106,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-02,D.C. United,2,2,Colorado Rapids,Colorado Rapids
107,1997,Regular Season,Cotton Bowl,1997-08-02,Dallas Burn,1,2,KC Wizards,KC Wizards
108,1997,Regular Season,Rose Bowl,1997-08-02,LA Galaxy,1,2,Columbus Crew,Columbus Crew
109,1997,Regular Season,Giants Stadium,1997-08-03,MetroStars,2,3,Tampa Bay,Tampa Bay
110,1997,Regular Season,Foxboro Stadium,1997-08-03,New England,1,5,San Jose,San Jose
114,1997,Regular Season,CEFCU Stadium,1997-08-09,San Jose,1,1,Columbus Crew,San Jose
113,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-09,D.C. United,4,2,LA Galaxy,D.C. United
111,1997,Regular Season,Houlihan's Stadium,1997-08-09,Tampa Bay,0,2,KC Wizards,KC Wizards
112,1997,Regular Season,Mile High Stadium,1997-08-09,Colorado Rapids,3,0,New England,Colorado Rapids
115,1997,Regular Season,Foxboro Stadium,1997-08-14,New England,1,1,LA Galaxy,LA Galaxy
116,1997,Regular Season,Houlihan's Stadium,1997-08-15,Tampa Bay,2,1,Dallas Burn,Tampa Bay
117,1997,Regular Season,Mile High Stadium,1997-08-15,Colorado Rapids,2,0,MetroStars,Colorado Rapids
118,1997,Regular Season,Ohio Stadium,1997-08-16,Columbus Crew,2,0,D.C. United,Columbus Crew
119,1997,Regular Season,Arrowhead Stadium,1997-08-17,KC Wizards,3,3,MetroStars,KC Wizards
120,1997,Regular Season,Rose Bowl,1997-08-17,LA Galaxy,2,3,San Jose,San Jose
121,1997,Regular Season,Ohio Stadium,1997-08-23,Columbus Crew,2,1,New England,Columbus Crew
122,1997,Regular Season,Cotton Bowl,1997-08-23,Dallas Burn,1,2,MetroStars,MetroStars
123,1997,Regular Season,CEFCU Stadium,1997-08-24,San Jose,2,2,KC Wizards,KC Wizards
124,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-27,D.C. United,3,2,New England,D.C. United
125,1997,Regular Season,Arrowhead Stadium,1997-08-28,KC Wizards,1,0,Colorado Rapids,KC Wizards
126,1997,Regular Season,Giants Stadium,1997-08-29,MetroStars,3,0,San Jose,MetroStars
127,1997,Regular Season,Ohio Stadium,1997-08-30,Columbus Crew,2,0,LA Galaxy,Columbus Crew
128,1997,Regular Season,Houlihan's Stadium,1997-08-30,Tampa Bay,4,0,New England,Tampa Bay
129,1997,Regular Season,Cotton Bowl,1997-08-31,Dallas Burn,4,1,Colorado Rapids,Dallas Burn
130,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-31,D.C. United,2,0,KC Wizards,D.C. United
131,1997,Regular Season,Rose Bowl,1997-09-04,LA Galaxy,1,3,MetroStars,MetroStars
134,1997,Regular Season,Cotton Bowl,1997-09-06,Dallas Burn,3,0,Columbus Crew,Dallas Burn
133,1997,Regular Season,CEFCU Stadium,1997-09-06,San Jose,4,0,MetroStars,San Jose
132,1997,Regular Season,Mile High Stadium,1997-09-06,Colorado Rapids,1,2,KC Wizards,KC Wizards
135,1997,Regular Season,Rose Bowl,1997-09-07,LA Galaxy,6,1,Tampa Bay,LA Galaxy
136,1997,Regular Season,Giants Stadium,1997-09-09,MetroStars,3,1,New England,MetroStars
137,1997,Regular Season,Rose Bowl,1997-09-10,LA Galaxy,2,0,Colorado Rapids,LA Galaxy
138,1997,Regular Season,CEFCU Stadium,1997-09-11,San Jose,0,1,Dallas Burn,Dallas Burn
139,1997,Regular Season,Foxboro Stadium,1997-09-12,New England,1,0,Columbus Crew,New England
140,1997,Regular Season,Arrowhead Stadium,1997-09-12,KC Wizards,0,0,MetroStars,MetroStars
141,1997,Regular Season,Houlihan's Stadium,1997-09-13,Tampa Bay,1,2,D.C. United,D.C. United
142,1997,Regular Season,Cotton Bowl,1997-09-14,Dallas Burn,1,3,LA Galaxy,LA Galaxy
143,1997,Regular Season,Ohio Stadium,1997-09-14,Columbus Crew,4,0,KC Wizards,Columbus Crew
144,1997,Regular Season,Giants Stadium,1997-09-16,MetroStars,0,1,Dallas Burn,Dallas Burn
145,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-09-16,D.C. United,2,2,New England,D.C. United
146,1997,Regular Season,Mile High Stadium,1997-09-17,Colorado Rapids,1,2,San Jose,San Jose
147,1997,Regular Season,Houlihan's Stadium,1997-09-18,Tampa Bay,2,1,Columbus Crew,Tampa Bay
148,1997,Regular Season,Rose Bowl,1997-09-19,LA Galaxy,2,1,Dallas Burn,LA Galaxy
149,1997,Regular Season,Foxboro Stadium,1997-09-20,New England,3,2,MetroStars,New England
150,1997,Regular Season,CEFCU Stadium,1997-09-21,San Jose,2,3,LA Galaxy,LA Galaxy
151,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-09-21,D.C. United,1,2,Tampa Bay,Tampa Bay
153,1997,Regular Season,Cotton Bowl,1997-09-25,Dallas Burn,1,2,New England,New England
152,1997,Regular Season,Giants Stadium,1997-09-25,MetroStars,0,1,Columbus Crew,Columbus Crew
155,1997,Regular Season,Arrowhead Stadium,1997-09-26,KC Wizards,5,2,Colorado Rapids,KC Wizards
154,1997,Regular Season,Houlihan's Stadium,1997-09-26,Tampa Bay,1,5,D.C. United,D.C. United
159,1997,Regular Season,Rose Bowl,1997-09-28,LA Galaxy,2,0,KC Wizards,LA Galaxy
156,1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-09-28,D.C. United,1,3,MetroStars,MetroStars
157,1997,Regular Season,CEFCU Stadium,1997-09-28,San Jose,1,3,Colorado Rapids,Colorado Rapids
158,1997,Regular Season,Ohio Stadium,1997-09-28,Columbus Crew,1,1,Tampa Bay,Columbus Crew
160,1997,Conference Semifinals,Arrowhead Stadium,1997-10-04,KC Wizards,0,3,Colorado Rapids,Colorado Rapids
161,1997,Conference Semifinals,Houlihan's Stadium,1997-10-05,Tampa Bay,1,2,Columbus Crew,Columbus Crew
162,1997,Conference Semifinals,Robert F. Kennedy Memorial Stadium,1997-10-05,D.C. United,4,1,New England,D.C. United
163,1997,Conference Semifinals,Rose Bowl,1997-10-05,LA Galaxy,0,0,Dallas Burn,Dallas Burn
166,1997,Conference Semifinals,Cotton Bowl,1997-10-08,Dallas Burn,3,0,LA Galaxy,Dallas Burn
167,1997,Conference Semifinals,Ohio Stadium,1997-10-08,Columbus Crew,2,0,Tampa Bay,Columbus Crew
164,1997,Conference Semifinals,Mile High Stadium,1997-10-08,Colorado Rapids,3,2,KC Wizards,Colorado Rapids
165,1997,Conference Semifinals,Foxboro Stadium,1997-10-08,New England,1,1,D.C. United,D.C. United
168,1997,Conference Finals,Cotton Bowl,1997-10-12,Dallas Burn,0,1,Colorado Rapids,Colorado Rapids
169,1997,Conference Finals,Robert F. Kennedy Memorial Stadium,1997-10-12,D.C. United,3,2,Columbus Crew,D.C. United
170,1997,Conference Finals,Mile High Stadium,1997-10-15,Colorado Rapids,2,1,Dallas Burn,Colorado Rapids
171,1997,Conference Finals,Ohio Stadium,1997-10-15,Columbus Crew,0,1,D.C. United,D.C. United
172,1997,MLS Cup '97,Robert F. Kennedy Memorial Stadium,1997-10-26,D.C. United,2,1,Colorado Rapids,D.C. United
173,1998,Regular Season,Lockhart Stadium,1998-03-15,Miami Fusion,0,2,D.C. United,D.C. United
176,1998,Regular Season,Cotton Bowl,1998-03-21,Dallas Burn,1,1,Colorado Rapids,Dallas Burn
178,1998,Regular Season,Houlihan's Stadium,1998-03-21,Tampa Bay,1,2,Columbus Crew,Columbus Crew
177,1998,Regular Season,Lockhart Stadium,1998-03-21,Miami Fusion,0,2,Chicago Fire,Chicago Fire
174,1998,Regular Season,Rose Bowl,1998-03-21,LA Galaxy,3,3,San Jose,LA Galaxy
175,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-03-21,D.C. United,3,2,KC Wizards,D.C. United
179,1998,Regular Season,Houlihan's Stadium,1998-03-26,Tampa Bay,0,0,Miami Fusion,Miami Fusion
180,1998,Regular Season,CEFCU Stadium,1998-03-28,San Jose,2,2,Colorado Rapids,Colorado Rapids
181,1998,Regular Season,Rose Bowl,1998-03-28,LA Galaxy,3,2,MetroStars,LA Galaxy
182,1998,Regular Season,Cotton Bowl,1998-03-29,Dallas Burn,2,1,Columbus Crew,Dallas Burn
183,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-03-29,D.C. United,1,1,New England,D.C. United
188,1998,Regular Season,Ohio Stadium,1998-04-04,Columbus Crew,2,1,D.C. United,Columbus Crew
184,1998,Regular Season,Lockhart Stadium,1998-04-04,Miami Fusion,2,1,New England,Miami Fusion
186,1998,Regular Season,Mile High Stadium,1998-04-04,Colorado Rapids,0,1,LA Galaxy,LA Galaxy
185,1998,Regular Season,Soldier Field,1998-04-04,Chicago Fire,2,0,Tampa Bay,Chicago Fire
187,1998,Regular Season,Arrowhead Stadium,1998-04-04,KC Wizards,2,0,MetroStars,KC Wizards
189,1998,Regular Season,CEFCU Stadium,1998-04-05,San Jose,2,2,Dallas Burn,Dallas Burn
190,1998,Regular Season,Arrowhead Stadium,1998-04-08,KC Wizards,1,0,Chicago Fire,KC Wizards
191,1998,Regular Season,Giants Stadium,1998-04-11,MetroStars,2,3,LA Galaxy,LA Galaxy
192,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-04-11,D.C. United,3,3,Colorado Rapids,D.C. United
193,1998,Regular Season,Ohio Stadium,1998-04-11,Columbus Crew,3,2,New England,Columbus Crew
194,1998,Regular Season,Houlihan's Stadium,1998-04-11,Tampa Bay,3,1,Dallas Burn,Tampa Bay
195,1998,Regular Season,CEFCU Stadium,1998-04-11,San Jose,1,0,Chicago Fire,San Jose
196,1998,Regular Season,Lockhart Stadium,1998-04-11,Miami Fusion,1,1,KC Wizards,Miami Fusion
197,1998,Regular Season,Soldier Field,1998-04-17,Chicago Fire,0,1,MetroStars,MetroStars
198,1998,Regular Season,Arrowhead Stadium,1998-04-18,KC Wizards,1,2,LA Galaxy,LA Galaxy
199,1998,Regular Season,Ohio Stadium,1998-04-18,Columbus Crew,5,1,Miami Fusion,Columbus Crew
200,1998,Regular Season,Cotton Bowl,1998-04-18,Dallas Burn,1,2,San Jose,San Jose
201,1998,Regular Season,Foxboro Stadium,1998-04-18,New England,1,1,D.C. United,New England
202,1998,Regular Season,Mile High Stadium,1998-04-19,Colorado Rapids,3,0,Tampa Bay,Colorado Rapids
207,1998,Regular Season,Giants Stadium,1998-04-25,MetroStars,4,3,San Jose,MetroStars
205,1998,Regular Season,Mile High Stadium,1998-04-25,Colorado Rapids,4,4,Chicago Fire,Colorado Rapids
204,1998,Regular Season,Foxboro Stadium,1998-04-25,New England,3,0,Miami Fusion,New England
206,1998,Regular Season,Cotton Bowl,1998-04-25,Dallas Burn,3,1,KC Wizards,Dallas Burn
203,1998,Regular Season,Rose Bowl,1998-04-25,LA Galaxy,5,1,Tampa Bay,LA Galaxy
208,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-04-26,D.C. United,1,1,Columbus Crew,D.C. United
210,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-04-29,D.C. United,3,1,San Jose,D.C. United
209,1998,Regular Season,Arrowhead Stadium,1998-04-29,KC Wizards,0,2,LA Galaxy,LA Galaxy
211,1998,Regular Season,Houlihan's Stadium,1998-04-30,Tampa Bay,0,1,Columbus Crew,Columbus Crew
212,1998,Regular Season,Lockhart Stadium,1998-05-02,Miami Fusion,3,2,Colorado Rapids,Miami Fusion
213,1998,Regular Season,Soldier Field,1998-05-02,Chicago Fire,1,3,D.C. United,D.C. United
214,1998,Regular Season,Houlihan's Stadium,1998-05-03,Tampa Bay,0,1,MetroStars,MetroStars
215,1998,Regular Season,CEFCU Stadium,1998-05-03,San Jose,1,3,New England,New England
216,1998,Regular Season,Rose Bowl,1998-05-06,LA Galaxy,7,4,Colorado Rapids,LA Galaxy
217,1998,Regular Season,Giants Stadium,1998-05-06,MetroStars,0,1,Dallas Burn,Dallas Burn
218,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-05-09,D.C. United,2,0,MetroStars,D.C. United
219,1998,Regular Season,Lockhart Stadium,1998-05-09,Miami Fusion,2,0,Columbus Crew,Miami Fusion
220,1998,Regular Season,Mile High Stadium,1998-05-09,Colorado Rapids,2,3,San Jose,San Jose
221,1998,Regular Season,Foxboro Stadium,1998-05-10,New England,4,3,Tampa Bay,New England
223,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-05-13,D.C. United,3,2,New England,D.C. United
222,1998,Regular Season,Houlihan's Stadium,1998-05-13,Tampa Bay,2,1,KC Wizards,Tampa Bay
224,1998,Regular Season,CEFCU Stadium,1998-05-16,San Jose,2,0,Miami Fusion,San Jose
228,1998,Regular Season,Houlihan's Stadium,1998-05-16,Tampa Bay,1,2,Chicago Fire,Chicago Fire
225,1998,Regular Season,Cotton Bowl,1998-05-16,Dallas Burn,2,1,Colorado Rapids,Dallas Burn
227,1998,Regular Season,Giants Stadium,1998-05-16,MetroStars,4,3,D.C. United,MetroStars
226,1998,Regular Season,Foxboro Stadium,1998-05-16,New England,1,3,KC Wizards,KC Wizards
229,1998,Regular Season,Ohio Stadium,1998-05-17,Columbus Crew,2,4,LA Galaxy,LA Galaxy
230,1998,Regular Season,Cotton Bowl,1998-05-20,Dallas Burn,1,1,KC Wizards,KC Wizards
231,1998,Regular Season,Soldier Field,1998-05-20,Chicago Fire,3,1,LA Galaxy,Chicago Fire
232,1998,Regular Season,Foxboro Stadium,1998-05-22,New England,0,2,Columbus Crew,Columbus Crew
233,1998,Regular Season,Giants Stadium,1998-05-23,MetroStars,4,2,Miami Fusion,MetroStars
234,1998,Regular Season,Rose Bowl,1998-05-23,LA Galaxy,4,1,Dallas Burn,LA Galaxy
235,1998,Regular Season,Soldier Field,1998-05-23,Chicago Fire,5,0,Colorado Rapids,Chicago Fire
236,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-05-23,D.C. United,3,2,Tampa Bay,D.C. United
237,1998,Regular Season,Arrowhead Stadium,1998-05-23,KC Wizards,0,1,San Jose,San Jose
238,1998,Regular Season,Arrowhead Stadium,1998-05-27,KC Wizards,1,1,Columbus Crew,KC Wizards
239,1998,Regular Season,Mile High Stadium,1998-05-28,Colorado Rapids,3,0,Miami Fusion,Colorado Rapids
240,1998,Regular Season,Ohio Stadium,1998-05-30,Columbus Crew,4,1,San Jose,Columbus Crew
241,1998,Regular Season,Rose Bowl,1998-05-30,LA Galaxy,1,1,Chicago Fire,Chicago Fire
242,1998,Regular Season,Houlihan's Stadium,1998-05-30,Tampa Bay,1,1,D.C. United,D.C. United
245,1998,Regular Season,Mile High Stadium,1998-05-31,Colorado Rapids,2,1,KC Wizards,Colorado Rapids
243,1998,Regular Season,Foxboro Stadium,1998-05-31,New England,1,1,MetroStars,MetroStars
244,1998,Regular Season,Cotton Bowl,1998-05-31,Dallas Burn,2,0,Miami Fusion,Dallas Burn
246,1998,Regular Season,CEFCU Stadium,1998-06-03,San Jose,0,4,D.C. United,D.C. United
247,1998,Regular Season,Giants Stadium,1998-06-03,MetroStars,1,2,Tampa Bay,Tampa Bay
248,1998,Regular Season,Cotton Bowl,1998-06-04,Dallas Burn,1,8,LA Galaxy,LA Galaxy
250,1998,Regular Season,Mile High Stadium,1998-06-06,Colorado Rapids,2,0,San Jose,Colorado Rapids
251,1998,Regular Season,Soldier Field,1998-06-06,Chicago Fire,2,0,Columbus Crew,Chicago Fire
249,1998,Regular Season,Arrowhead Stadium,1998-06-06,KC Wizards,1,0,Tampa Bay,KC Wizards
252,1998,Regular Season,Lockhart Stadium,1998-06-07,Miami Fusion,1,2,MetroStars,MetroStars
253,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-06-07,D.C. United,4,4,Dallas Burn,Dallas Burn
254,1998,Regular Season,Rose Bowl,1998-06-07,LA Galaxy,5,1,New England,LA Galaxy
255,1998,Regular Season,Soldier Field,1998-06-11,Chicago Fire,5,2,San Jose,Chicago Fire
256,1998,Regular Season,Giants Stadium,1998-06-13,MetroStars,3,1,Miami Fusion,MetroStars
257,1998,Regular Season,Ohio Stadium,1998-06-13,Columbus Crew,3,3,D.C. United,D.C. United
258,1998,Regular Season,Foxboro Stadium,1998-06-14,New England,1,3,Chicago Fire,Chicago Fire
259,1998,Regular Season,Soldier Field,1998-06-17,Chicago Fire,1,0,Dallas Burn,Chicago Fire
260,1998,Regular Season,Rose Bowl,1998-06-18,LA Galaxy,2,1,Colorado Rapids,LA Galaxy
261,1998,Regular Season,Ohio Stadium,1998-06-20,Columbus Crew,2,1,MetroStars,Columbus Crew
262,1998,Regular Season,Cotton Bowl,1998-06-21,Dallas Burn,0,1,Tampa Bay,Tampa Bay
263,1998,Regular Season,Giants Stadium,1998-06-24,MetroStars,5,3,New England,MetroStars
264,1998,Regular Season,Soldier Field,1998-06-24,Chicago Fire,4,1,KC Wizards,Chicago Fire
265,1998,Regular Season,Mile High Stadium,1998-06-25,Colorado Rapids,3,1,D.C. United,Colorado Rapids
266,1998,Regular Season,Foxboro Stadium,1998-06-27,New England,3,3,Dallas Burn,Dallas Burn
267,1998,Regular Season,Lockhart Stadium,1998-06-27,Miami Fusion,1,1,Tampa Bay,Miami Fusion
268,1998,Regular Season,CEFCU Stadium,1998-06-27,San Jose,1,2,LA Galaxy,LA Galaxy
269,1998,Regular Season,Soldier Field,1998-07-01,Chicago Fire,4,1,Dallas Burn,Chicago Fire
270,1998,Regular Season,Arrowhead Stadium,1998-07-01,KC Wizards,1,0,New England,KC Wizards
271,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-02,D.C. United,3,1,Miami Fusion,D.C. United
272,1998,Regular Season,CEFCU Stadium,1998-07-03,San Jose,1,1,Columbus Crew,San Jose
273,1998,Regular Season,Mile High Stadium,1998-07-04,Colorado Rapids,1,0,MetroStars,Colorado Rapids
274,1998,Regular Season,Cotton Bowl,1998-07-04,Dallas Burn,0,1,Chicago Fire,Chicago Fire
275,1998,Regular Season,Houlihan's Stadium,1998-07-04,Tampa Bay,2,3,New England,New England
276,1998,Regular Season,Rose Bowl,1998-07-04,LA Galaxy,2,0,KC Wizards,LA Galaxy
277,1998,Regular Season,Ohio Stadium,1998-07-09,Columbus Crew,3,0,Chicago Fire,Columbus Crew
278,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-10,D.C. United,3,0,LA Galaxy,D.C. United
281,1998,Regular Season,Arrowhead Stadium,1998-07-11,KC Wizards,2,0,Dallas Burn,KC Wizards
279,1998,Regular Season,Mile High Stadium,1998-07-11,Colorado Rapids,2,1,New England,Colorado Rapids
280,1998,Regular Season,Giants Stadium,1998-07-11,MetroStars,1,2,Tampa Bay,Tampa Bay
282,1998,Regular Season,Foxboro Stadium,1998-07-15,New England,0,1,D.C. United,D.C. United
283,1998,Regular Season,Houlihan's Stadium,1998-07-15,Tampa Bay,1,3,LA Galaxy,LA Galaxy
284,1998,Regular Season,Lockhart Stadium,1998-07-15,Miami Fusion,2,2,San Jose,Miami Fusion
285,1998,Regular Season,CEFCU Stadium,1998-07-18,San Jose,0,1,Tampa Bay,Tampa Bay
286,1998,Regular Season,Cotton Bowl,1998-07-18,Dallas Burn,1,3,New England,New England
287,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-18,D.C. United,4,1,Chicago Fire,D.C. United
288,1998,Regular Season,Rose Bowl,1998-07-18,LA Galaxy,2,2,Miami Fusion,Miami Fusion
290,1998,Regular Season,Arrowhead Stadium,1998-07-19,KC Wizards,4,1,Colorado Rapids,KC Wizards
289,1998,Regular Season,Giants Stadium,1998-07-19,MetroStars,3,0,Columbus Crew,MetroStars
295,1998,Regular Season,Rose Bowl,1998-07-25,LA Galaxy,0,1,D.C. United,D.C. United
294,1998,Regular Season,Giants Stadium,1998-07-25,MetroStars,3,2,Chicago Fire,MetroStars
291,1998,Regular Season,Houlihan's Stadium,1998-07-25,Tampa Bay,2,3,Colorado Rapids,Colorado Rapids
292,1998,Regular Season,CEFCU Stadium,1998-07-25,San Jose,1,1,KC Wizards,San Jose
293,1998,Regular Season,Ohio Stadium,1998-07-25,Columbus Crew,1,2,Dallas Burn,Dallas Burn
296,1998,Regular Season,Foxboro Stadium,1998-07-26,New England,1,2,Miami Fusion,Miami Fusion
297,1998,Regular Season,CEFCU Stadium,1998-07-29,San Jose,3,0,Chicago Fire,San Jose
298,1998,Regular Season,Lockhart Stadium,1998-07-29,Miami Fusion,3,2,Columbus Crew,Miami Fusion
299,1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-29,D.C. United,2,2,Tampa Bay,D.C. United
301,1998,Regular Season,Foxboro Stadium,1998-07-29,New England,1,3,Colorado Rapids,Colorado Rapids
302,1998,Regular Season,Giants Stadium,1998-07-29,MetroStars,2,2,KC Wizards,MetroStars
300,1998,Regular Season,Cotton Bowl,1998-07-29,Dallas Burn,3,0,LA Galaxy,Dallas Burn
303,1998,Regular Season,Mile High Stadium,1998-08-05,Colorado Rapids,1,6,LA Galaxy,LA Galaxy
304,1998,Regular Season,Foxboro Stadium,1998-08-05,New England,3,0,San Jose,New England
305,1998,Regular Season,Houlihan's Stadium,1998-08-06,Tampa Bay,3,1,Miami Fusion,Tampa Bay
306,1998,Regular Season,Cotton Bowl,1998-08-07,Dallas Burn,0,1,D.C. United,D.C. United
309,1998,Regular Season,Soldier Field,1998-08-08,Chicago Fire,1,2,LA Galaxy,LA Galaxy
307,1998,Regular Season,Ohio Stadium,1998-08-08,Columbus Crew,6,1,New England,Columbus Crew
308,1998,Regular Season,Arrowhead Stadium,1998-08-08,KC Wizards,3,1,Colorado Rapids,KC Wizards
310,1998,Regular Season,CEFCU Stadium,1998-08-09,San Jose,5,1,MetroStars,San Jose
311,1998,Regular Season,Giants Stadium,1998-08-12,MetroStars,3,1,Columbus Crew,MetroStars
312,1998,Regular Season,Rose Bowl,1998-08-13,LA Galaxy,3,0,KC Wizards,LA Galaxy
313,1998,Regular Season,Houlihan's Stadium,1998-08-14,Tampa Bay,1,1,New England,New England
316,1998,Regular Season,Mile High Stadium,1998-08-15,Colorado Rapids,0,1,Dallas Burn,Dallas Burn
314,1998,Regular Season,Soldier Field,1998-08-15,Chicago Fire,2,1,San Jose,Chicago Fire
